27.9232,2.38352,111.693,0,0,0,70.8639,-99.1866,555.711,0,0,0
17.2935,13.1428,69.1739,27.6213,12.1432,110.485,49.0378,13.8511,228.719,50.9603,16.4336,292.521
18.1629,3.21851,141.648,20.8688,2.52063,106.319,19.4648,3.0042,216.922,16.5636,3.69805,213.678
2.77556e-17,2.77556e-17,0,32.3453,3.82424,129.381,10.6704,10.6704,42.6816,95.7146,70.9779,499.599
11.1361,-19.0415,76.1661,6.62823,-6.04581,296.6,10.8762,-22.5321,104.066,10.1084,-26.5009,212.425
3.49449,3.02945,161.892,-0.46542,2.73351,198.709,3.14587,7.56687,142.783,-0.248935,8.09309,170.516
6.6963,15.5368,105.212,17.4779,19.4432,213.774,8.84945,5.76266,147.295,14.1143,1.84369,211.565
10.2751,1.41477,191.535,-3.33849,6.15223,159.221,7.73919,19.976,177.646,-0.809814,16.4326,160.263
31.3085,-45.2558,224.134,2.87188,-2.87188,11.4875,34.0607,-51.032,281.126,29.7544,-38.7463,154.985
22.9279,-28.402,172.364,10.8156,-23.6873,107.637,16.6509,-12.444,226.781,13.6098,-17.2821,171.391
8.73541,4.03538,176.451,12.0883,4.56211,84.4798,11.0533,0.500001,224.01,10.7964,1.44011,203.129
17.6968,-21.5757,192.576,0.254249,-18.5412,152.003,13.2964,-1.25685,175.024,4.52177,-5.45788,156.769
-13.3954,21.8993,117.791,5.78747,38.8466,299.655,-7.61935,8.70189,103.967,6.67197,-1.07138,155.595
-3.06965,-2.78006,226.823,-14.8526,1.37216,192.526,-3.44913,14.9662,126.048,-13.7616,11.0585,138.66
-31.2959,50.9911,203.964,17.8261,70.1755,280.702,-22.3132,27.9776,111.91,16.1182,25.1408,100.563
28.7325,4.2765,381.55,-52.0389,52.0389,208.156,4.94498,8.09015,32.3606,-14.6501,14.6501,58.6004
-8.49285,8.0536,159.894,2.55774,21.9565,322.53,-9.68517,-3.18631,70.5076,9.66343,-10.7585,119.677
28.734,-28.734,114.936,-61.6869,-61.6869,246.748,45.9627,-45.9627,183.851,-11.4199,-33.5762,134.305
-20.3142,47.8394,191.358,15.5289,15.5289,62.1156,-12.3165,65.5487,262.195,36.7382,41.8561,167.424
13.2669,0.656627,205.088,8.63468,3.07224,171.623,14.3905,9.00693,155.86,8.44574,6.79987,147.054
3.608,-17.23,221.855,3.50033,-20.1539,85.7061,5.01065,-21.6579,239.068,3.51522,-18.8444,142.001
5.55112e-17,-5.55112e-17,0,-45.019,-45.019,180.076,47.1873,35.3662,188.749,47.841,-78.8046,315.218
-0.828918,4.06274,208.966,1.63528,3.79348,99.8623,0.160693,-0.94041,228.668,0.82289,2.40717,155.094
1.20617,-21.1896,304.895,-3.17869,-9.79442,127.18,6.38631,1.71972,155.373,-3.32518,-5.34069,80.9753
-10.446,37.9897,195.844,-1.02307,26.9374,107.75,-7.98408,25.4785,211.807,-1.64554,25.4917,156.207
8.72122,1.08746,34.8849,20.4146,2.11289,176.43,21.7603,4.41186,211.612,24.9311,8.92112,265.867
-5.56702,5.70618,183.999,10.6583,10.4594,206.271,-3.62696,-7.20123,149.627,9.77223,-14.2468,137.901
5.89876,5.59525,99.4679,3.14225,5.96618,207.941,5.53342,9.07979,166.536,4.88229,10.4923,212.469
-10.0462,-0.442959,182.811,-1.72968,0.799403,172.605,-8.56792,-6.75087,176.727,-3.4582,-9.46495,168.121
2.66732,27.7317,194.165,-15.3941,35.7539,216.934,1.13313,28.5888,114.355,-12.6581,42.4467,169.787
-7.52073,-6.5629,213.971,-1.87509,-6.61045,146.132,-6.92819,-12.6573,189.382,-2.83632,-13.7335,137.111
1.25226,11.562,123.341,-5.98761,13.3272,206.079,-0.39839,20.0401,169.466,-3.95057,18.5776,202.24
-7.97197,-6.78293,220.475,-2.66795,-6.82868,110.45,-6.17552,-13.8279,208.248,-3.88232,-12.7736,156.893
1.34457,8.8338,113.307,-0.596437,8.83274,198.715,0.685157,10.406,184.297,1.00896,11.5859,201.293
-18.2677,-12.6835,212.595,-10.1143,-10.6645,135.309,-16.0447,-18.1975,198.822,-12.1796,-21.3538,167.296
-16.4975,16.4975,65.9899,12.9831,63.7369,270.809,-14.8864,32.2944,142.821,4.09589,54.3897,229.461
-27.6495,-34.6676,190.638,-10.436,-28.2411,223.982,-23.3448,-39.4964,157.986,-13.3143,-32.4593,129.837
-20.9655,8.38614,232.808,-27.1482,14.3406,200.015,-21.5645,23.1797,92.7187,-28.3901,18.8041,163.156
-37.8916,-53.4567,213.827,-7.22961,-55.8765,223.506,-31.2649,-42.3966,169.586,-12.1469,-28.6887,114.755
-22.0517,11.9432,245.552,-28.9068,19.0678,200.341,-21.4572,21.4572,85.8287,-30.3213,23.8434,161.667
-25.4174,0.760164,183.027,-26.5004,3.44359,260.367,-30.6021,1.08387,145.853,-24.9755,-1.90644,100.169
-16.5916,12.9498,219.956,-16.0958,13.0312,208.085,-16.0637,16.4685,90.0768,-19.6701,16.1481,166.633
-29.2189,-22.1646,211.537,-19.8252,-16.7999,230.796,-29.86,-29.3163,164.217,-18.7845,-21.9483,87.7932
-46.2965,67.7954,271.181,-19.3437,33.8825,135.53,-40.0239,73.6871,294.748,-19.6127,40.8845,163.538
-34.041,-25.7892,179.566,-27.5642,-20.5065,261.956,-34.1087,-28.995,136.435,-18.0809,-18.0809,72.3236
-3.18354,3.18354,12.7341,-83.8762,83.8762,335.505,-23.1475,23.1475,92.59,-41.5881,88.933,355.732
-29.7228,29.7228,118.891,0,0,0,61.2649,145.114,580.457,27.1702,27.1702,108.681
-26.224,15.6288,172.87,-20.8734,6.65336,223.005,-25.5636,7.50122,117.985,-22.8842,10.8777,211.734
28.7813,-45.8707,203.754,0,0,0,40.4994,-48.4301,434.242,-5.55529,4.69359,42.1714
-29.8624,-82.5926,330.37,-12.2226,-36.1852,144.741,-9.6217,-22.8384,91.3535,-18.9033,-33.545,134.18
47.403,-47.403,189.612,0,0,0,-72.7196,-138.744,554.977,0,0,0
42.6066,-42.6637,347.034,0,0,0,47.0968,-53.6055,318.73,0,0,0
-26.1607,-38.9698,155.879,-22.0411,-60.4026,241.61,-25.8159,-41.1049,164.42,-22.6194,-57.1132,228.453
-2.77556e-17,2.77556e-17,0,-8.30645,8.30645,33.2258,-12.4245,12.4245,49.6981,-28.1321,165,660
2.73269,2.73269,10.9307,12.8845,83.0009,332.004,24.0225,24.0225,96.09,22.1608,59.9837,239.935
-14.0514,14.0514,56.2055,-4.82658,123.392,493.567,0,0,0,-36.3551,36.3551,145.42
1.69852,25.8302,103.321,4.14606,51.996,207.984,5.79379,46.2105,184.842,-1.07509,67.9335,271.734
-41.8441,2.97659,167.377,-49.7118,-7.02748,270.078,-14.3183,9.52428,57.2732,-53.0424,3.9647,238.902
12.0939,-37.1526,239.427,0.71627,-29.0169,116.068,9.51923,-30.2397,203.216,3.41794,-20.622,124.731
-81.167,-101.478,405.913,-61.3427,-61.3427,245.371,0,0,0,-10.3857,-10.3857,41.5429
91.4442,-91.4442,365.777,-4.29192,-4.29192,17.1677,-67.5395,-67.5395,270.158,-22.3916,-22.3916,89.5662
-28.165,-70.9184,283.674,9.6726,-52.1648,208.659,-6.23133,-31.4848,125.939,-2.22575,-41.9077,167.631
42.4065,-91.2477,364.991,-0.645381,-0.645381,2.58152,-77.7512,-77.7512,311.005,-18.8058,-18.8058,75.2233
43.6776,-43.6776,174.711,-0.105903,-0.105903,0.423614,125.796,-88.8508,503.183,0,0,0
-103.473,144.393,577.573,0,0,0,0,0,0,17.59,25.2194,159.426
68.9616,27.8819,275.846,4.10727,4.10727,16.4291,68.8805,-40.4705,275.522,33.6087,-33.6087,134.435
-9.14681,-9.14681,36.5873,-89.4627,-38.8109,390.079,-20.0429,-20.0429,80.1714,-48.0702,-48.0702,192.281
0,0,0,-24.846,-24.846,99.3838,0,0,0,-81.0902,57.4655,660
0,0,0,133.164,133.164,532.658,0,0,0,-12.4792,45.6914,182.766
0,0,0,-7.06675,-53.502,626.909,0,0,0,0,0,0
0,0,0,144.832,-144.832,579.328,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,53.7286,-53.7286,214.914
0,0,0,11.1874,-11.1874,44.7495,0,0,0,165,-165,660
0,0,0,0,0,0,0,0,0,160.269,-160.269,641.075
0,0,0,11.9912,-11.9912,47.9646,0,0,0,165,-165,660
